Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,UniqueCarrier,FlightNum,Distance,Dest,Cancelled
2,23,6,1442.0,1345,EV,4492,821,ATL,0
2,24,7,1400.0,1345,EV,4492,821,ATL,0
2,26,2,1500.0,1345,EV,4492,821,ATL,0
2,29,5,1403.0,1345,EV,4492,821,ATL,0
2,1,5,1501.0,1209,EV,4493,646,ATL,0
2,2,6,1233.0,1209,EV,4493,646,ATL,0
2,4,1,1225.0,1209,EV,4493,646,ATL,0
2,6,3,1245.0,1209,EV,4493,646,ATL,0
2,7,4,1217.0,1209,EV,4493,646,ATL,0
2,12,2,1232.0,1209,EV,4493,646,ATL,0
2,13,3,1326.0,1209,EV,4493,646,ATL,0
2,15,5,1242.0,1209,EV,4493,646,ATL,0
2,17,7,1216.0,1209,EV,4493,646,ATL,0
2,20,3,1304.0,1209,EV,4493,646,ATL,0
2,21,4,1240.0,1209,EV,4493,646,ATL,0
2,23,6,1411.0,1209,EV,4493,646,ATL,0
2,24,7,1333.0,1209,EV,4493,646,ATL,0
2,25,1,1225.0,1209,EV,4493,646,ATL,0
2,26,2,1237.0,1209,EV,4493,646,ATL,0
2,27,3,1221.0,1209,EV,4493,646,ATL,0
2,29,5,1218.0,1209,EV,4493,646,ATL,0
2,1,5,1646.0,1640,EV,4495,373,ATL,0
2,5,2,1646.0,1640,EV,4495,373,ATL,0
2,11,1,1656.0,1640,EV,4495,373,ATL,0
2,12,2,1647.0,1640,EV,4495,373,ATL,0
2,13,3,1646.0,1640,EV,4495,373,ATL,0
2,18,1,1702.0,1640,EV,4495,373,ATL,0
2,19,2,1830.0,1640,EV,4495,373,ATL,0
2,21,4,1652.0,1640,EV,4495,373,ATL,0
2,22,5,1733.0,1640,EV,4495,373,ATL,0
2,25,1,1941.0,1640,EV,4495,373,ATL,0
2,26,2,1659.0,1640,EV,4495,373,ATL,0
2,29,5,1700.0,1640,EV,4495,373,ATL,0
2,6,3,1810.0,1720,EV,4496,554,ATL,0
2,9,6,1728.0,1720,EV,4496,554,ATL,0
2,13,3,1748.0,1720,EV,4496,554,ATL,0
2,14,4,638.0,630,EV,4496,208,ATL,0
2,17,7,1102.0,1020,EV,4496,208,ATL,0
2,20,3,640.0,630,EV,4496,208,ATL,0
2,22,5,639.0,630,EV,4496,208,ATL,0
2,1,5,933.0,925,EV,4497,352,ATL,0
2,3,7,942.0,925,EV,4497,352,ATL,0
2,4,1,935.0,925,EV,4497,352,ATL,0
2,5,2,1039.0,925,EV,4497,352,ATL,0
2,6,3,953.0,925,EV,4497,352,ATL,0
2,9,6,957.0,950,EV,4497,352,ATL,0
2,23,6,1407.0,1400,EV,4498,373,ATL,0
2,3,7,650.0,630,EV,4499,793,ATL,0
2,8,5,652.0,630,EV,4499,793,ATL,0
2,10,7,703.0,630,EV,4499,793,ATL,0
2,14,4,647.0,630,EV,4499,793,ATL,0
2,23,6,636.0,630,EV,4499,793,ATL,0
2,4,1,1832.0,1705,EV,4500,147,ATL,0
2,5,2,1728.0,1705,EV,4500,147,ATL,0
2,6,3,1732.0,1705,EV,4500,147,ATL,0
2,7,4,1724.0,1705,EV,4500,147,ATL,0
2,13,3,1711.0,1705,EV,4500,147,ATL,0
2,17,7,2035.0,1705,EV,4500,147,ATL,0
2,18,1,1800.0,1705,EV,4500,147,ATL,0
2,21,4,1730.0,1705,EV,4500,147,ATL,0
2,25,1,1747.0,1705,EV,4500,147,ATL,0
2,26,2,2055.0,1705,EV,4500,147,ATL,0
2,27,3,1745.0,1705,EV,4500,147,ATL,0
2,28,4,1730.0,1705,EV,4500,147,ATL,0
2,1,5,1132.0,1120,EV,4501,564,ATL,0
2,2,6,1137.0,1120,EV,4501,564,ATL,0
2,6,3,1331.0,1120,EV,4501,564,ATL,0
2,8,5,1140.0,1120,EV,4501,564,ATL,0
2,10,7,1134.0,1120,EV,4501,564,ATL,0
2,17,7,1207.0,1120,EV,4501,564,ATL,0
2,18,1,1216.0,1120,EV,4501,564,ATL,0
2,20,3,1130.0,1120,EV,4501,564,ATL,0
2,21,4,1151.0,1120,EV,4501,564,ATL,0
2,22,5,1400.0,1120,EV,4501,564,ATL,0
2,23,6,1158.0,1120,EV,4501,564,ATL,0
2,24,7,1210.0,1120,EV,4501,564,ATL,0
2,25,1,1154.0,1120,EV,4501,564,ATL,0
2,26,2,1223.0,1120,EV,4501,564,ATL,0
2,27,3,1155.0,1120,EV,4501,564,ATL,0
2,29,5,1127.0,1120,EV,4501,564,ATL,0
2,14,4,1315.0,1235,EV,4505,264,ATL,0
2,18,1,1323.0,1235,EV,4505,264,ATL,0
2,21,4,1319.0,1235,EV,4505,264,ATL,0
2,22,5,1344.0,1235,EV,4505,264,ATL,0
2,23,6,1416.0,1235,EV,4505,264,ATL,0
2,24,7,1242.0,1235,EV,4505,264,ATL,0
2,25,1,1321.0,1235,EV,4505,264,ATL,0
2,26,2,1354.0,1235,EV,4505,264,ATL,0
2,24,7,1715.0,1550,EV,4507,215,ATL,0
2,10,7,1804.0,1755,EV,4508,306,ATL,0
2,26,2,835.0,605,EV,4508,147,ATL,0
2,28,4,620.0,605,EV,4508,147,ATL,0
2,7,4,1744.0,1730,EV,4509,589,ATL,0
2,10,7,1740.0,1730,EV,4509,589,ATL,0
2,1,5,1203.0,1140,EV,4511,352,ATL,0
2,2,6,1149.0,1140,EV,4511,352,ATL,0
2,6,3,1330.0,1140,EV,4511,352,ATL,0
2,7,4,1210.0,1140,EV,4511,352,ATL,0
2,11,1,1210.0,1140,EV,4511,352,ATL,0
2,1,5,1210.0,1120,EV,4515,208,ATL,0
2,3,7,1139.0,1120,EV,4515,208,ATL,0
2,6,3,1142.0,1120,EV,4515,208,ATL,0
2,10,7,1203.0,1120,EV,4515,208,ATL,0
2,13,3,1142.0,1120,EV,4515,208,ATL,0
2,1,5,1110.0,1057,EV,4517,516,ATL,0
2,11,1,1126.0,1100,EV,4517,516,ATL,0
2,13,3,1128.0,1100,EV,4517,516,ATL,0
2,18,1,625.0,600,EV,4518,743,ATL,0
2,26,2,632.0,600,EV,4518,743,ATL,0
2,27,3,608.0,600,EV,4518,743,ATL,0
2,1,5,1745.0,1730,EV,4520,743,ATL,0
2,3,7,1746.0,1730,EV,4520,743,ATL,0
2,4,1,1815.0,1730,EV,4520,743,ATL,0
2,5,2,1801.0,1730,EV,4520,743,ATL,0
2,13,3,1908.0,1730,EV,4520,743,ATL,0
2,17,7,2007.0,1730,EV,4520,743,ATL,0
2,18,1,1745.0,1730,EV,4520,743,ATL,0
2,21,4,2117.0,1730,EV,4520,743,ATL,0
2,22,5,1815.0,1730,EV,4520,743,ATL,0
2,23,6,1806.0,1730,EV,4520,743,ATL,0
2,24,7,1917.0,1730,EV,4520,743,ATL,0
2,26,2,1742.0,1730,EV,4520,743,ATL,0
2,28,4,1900.0,1730,EV,4520,743,ATL,0
2,4,1,1229.0,1200,EV,4523,619,ATL,0
2,6,3,1214.0,1200,EV,4523,619,ATL,0
2,12,2,1211.0,1200,EV,4523,619,ATL,0
2,15,5,1229.0,1200,EV,4523,619,ATL,0
2,18,1,1230.0,1200,EV,4523,619,ATL,0
2,23,6,1227.0,1200,EV,4523,619,ATL,0
2,24,7,1218.0,1200,EV,4523,619,ATL,0
2,25,1,1413.0,1200,EV,4523,619,ATL,0
2,26,2,1226.0,1200,EV,4523,619,ATL,0
2,14,4,1014.0,600,EV,4524,264,ATL,0
2,15,5,707.0,600,EV,4524,264,ATL,0
2,26,2,655.0,600,EV,4524,264,ATL,0
2,1,5,1233.0,1225,EV,4525,239,ATL,0
2,4,1,1246.0,1225,EV,4525,239,ATL,0
2,5,2,1250.0,1225,EV,4525,239,ATL,0
2,6,3,1245.0,1225,EV,4525,239,ATL,0
2,7,4,1925.0,1225,EV,4525,239,ATL,0
2,10,7,2025.0,1225,EV,4525,239,ATL,0
2,1,5,1649.0,1630,EV,4526,223,ATL,0
2,6,3,1848.0,1630,EV,4526,223,ATL,0
2,13,3,1803.0,1630,EV,4526,223,ATL,0
2,4,1,1107.0,1100,EV,4527,247,ATL,0
2,5,2,1150.0,1100,EV,4527,247,ATL,0
2,6,3,1140.0,1100,EV,4527,247,ATL,0
2,14,4,1111.0,1100,EV,4527,247,ATL,0
2,19,2,1159.0,1100,EV,4527,247,ATL,0
2,20,3,1154.0,1100,EV,4527,247,ATL,0
2,21,4,1138.0,1100,EV,4527,247,ATL,0
2,22,5,1252.0,1100,EV,4527,247,ATL,0
2,23,6,1200.0,1100,EV,4527,247,ATL,0
2,26,2,1435.0,1100,EV,4527,247,ATL,0
2,29,5,1231.0,1100,EV,4527,247,ATL,0
2,17,7,1803.0,1647,EV,4528,171,ATL,0
2,19,2,1704.0,1647,EV,4528,171,ATL,0
2,21,4,2015.0,1647,EV,4528,171,ATL,0
2,22,5,1815.0,1647,EV,4528,171,ATL,0
2,26,2,1738.0,1647,EV,4528,171,ATL,0
2,27,3,1656.0,1647,EV,4528,171,ATL,0
2,28,4,1747.0,1647,EV,4528,171,ATL,0
2,17,7,1208.0,1159,EV,4529,223,ATL,0
2,18,1,1241.0,1159,EV,4529,223,ATL,0
2,19,2,1212.0,1159,EV,4529,223,ATL,0
2,21,4,1206.0,1159,EV,4529,223,ATL,0
2,22,5,1350.0,1159,EV,4529,223,ATL,0
2,24,7,1209.0,1159,EV,4529,223,ATL,0
2,25,1,1235.0,1159,EV,4529,223,ATL,0
2,26,2,1302.0,1159,EV,4529,223,ATL,0
2,27,3,1352.0,1159,EV,4529,223,ATL,0
2,10,7,1818.0,1755,EV,4530,164,ATL,0
2,13,3,1908.0,1755,EV,4530,164,ATL,0
2,8,5,1719.0,1700,EV,4532,813,ATL,0
2,4,1,721.0,715,EV,4533,619,ATL,0
2,6,3,731.0,715,EV,4533,619,ATL,0
2,17,7,724.0,715,EV,4533,619,ATL,0
2,22,5,823.0,715,EV,4533,619,ATL,0
2,27,3,1024.0,715,EV,4533,619,ATL,0
2,14,4,1900.0,1830,EV,4535,712,ATL,0
2,18,1,1906.0,1830,EV,4535,712,ATL,0
2,21,4,1838.0,1830,EV,4535,712,ATL,0
2,22,5,1846.0,1830,EV,4535,712,ATL,0
2,24,7,1948.0,1830,EV,4535,712,ATL,0
2,26,2,1959.0,1830,EV,4535,712,ATL,0
2,27,3,1842.0,1830,EV,4535,712,ATL,0
2,28,4,1848.0,1830,EV,4535,712,ATL,0
2,11,1,1901.0,1855,EV,4536,483,ATL,0
2,14,4,1929.0,1855,EV,4536,483,ATL,0
2,18,1,1936.0,1855,EV,4536,483,ATL,0
2,22,5,2004.0,1855,EV,4536,483,ATL,0
2,26,2,1921.0,1855,EV,4536,483,ATL,0
2,1,5,1904.0,1820,EV,4537,134,ATL,0
2,25,1,1344.0,600,EV,4538,350,ATL,0
2,28,4,615.0,600,EV,4538,350,ATL,0
2,1,5,610.0,600,EV,4539,508,ATL,0
2,6,3,608.0,600,EV,4539,508,ATL,0
2,11,1,612.0,600,EV,4539,508,ATL,0
2,22,5,608.0,600,EV,4539,508,ATL,0
2,23,6,617.0,600,EV,4539,508,ATL,0
2,26,2,624.0,600,EV,4539,508,ATL,0
2,2,6,1046.0,1015,EV,4541,214,ATL,0
2,15,5,1403.0,1344,EV,4542,784,ATL,0
2,18,1,1409.0,1344,EV,4542,784,ATL,0
2,19,2,1350.0,1344,EV,4542,784,ATL,0
2,22,5,1408.0,1344,EV,4542,784,ATL,0
2,24,7,1353.0,1344,EV,4542,784,ATL,0
2,27,3,1405.0,1344,EV,4542,784,ATL,0
2,25,1,949.0,935,EV,4543,481,ATL,0
2,26,2,942.0,935,EV,4543,481,ATL,0
2,1,5,1514.0,1344,EV,4543,784,ATL,0
2,3,7,1355.0,1344,EV,4543,784,ATL,0
2,4,1,1356.0,1344,EV,4543,784,ATL,0
2,5,2,1416.0,1344,EV,4543,784,ATL,0
2,6,3,1354.0,1344,EV,4543,784,ATL,0
2,7,4,1428.0,1344,EV,4543,784,ATL,0
2,8,5,1355.0,1344,EV,4543,784,ATL,0
2,10,7,1359.0,1344,EV,4543,784,ATL,0
2,11,1,1356.0,1344,EV,4543,784,ATL,0
2,13,3,1420.0,1344,EV,4543,784,ATL,0
2,1,5,614.0,600,EV,4544,694,ATL,0
2,9,6,630.0,600,EV,4544,694,ATL,0
2,11,1,610.0,600,EV,4544,694,ATL,0
2,12,2,610.0,600,EV,4544,694,ATL,0
2,13,3,1417.0,600,EV,4544,694,ATL,0
2,15,5,614.0,600,EV,4544,694,ATL,0
2,19,2,633.0,600,EV,4544,694,ATL,0
2,20,3,650.0,600,EV,4544,694,ATL,0
2,21,4,1859.0,600,EV,4544,694,ATL,0
2,22,5,621.0,600,EV,4544,694,ATL,0
2,23,6,611.0,600,EV,4544,694,ATL,0
2,24,7,610.0,600,EV,4544,694,ATL,0
2,25,1,1040.0,600,EV,4544,694,ATL,0
2,28,4,608.0,600,EV,4544,694,ATL,0
2,1,5,1715.0,1700,EV,4545,363,ATL,0
2,6,3,1733.0,1700,EV,4545,363,ATL,0
2,7,4,1713.0,1700,EV,4545,363,ATL,0
2,11,1,1800.0,1700,EV,4545,363,ATL,0
2,12,2,1718.0,1700,EV,4545,363,ATL,0
2,13,3,1829.0,1700,EV,4545,363,ATL,0
2,15,5,1730.0,1655,EV,4545,363,ATL,0
2,17,7,1917.0,1655,EV,4545,363,ATL,0
2,18,1,1725.0,1655,EV,4545,363,ATL,0
2,19,2,1705.0,1655,EV,4545,363,ATL,0
2,20,3,1709.0,1655,EV,4545,363,ATL,0
2,21,4,1733.0,1655,EV,4545,363,ATL,0
2,22,5,1920.0,1655,EV,4545,363,ATL,0
2,24,7,1722.0,1655,EV,4545,363,ATL,0
2,26,2,1725.0,1655,EV,4545,363,ATL,0
2,27,3,1701.0,1655,EV,4545,363,ATL,0
2,28,4,1717.0,1655,EV,4545,363,ATL,0
2,29,5,1713.0,1655,EV,4545,363,ATL,0
2,5,2,1300.0,1235,EV,4546,264,ATL,0
2,6,3,1338.0,1235,EV,4546,264,ATL,0
2,10,7,1242.0,1235,EV,4546,264,ATL,0
2,13,3,1326.0,1235,EV,4546,264,ATL,0
2,23,6,1837.0,1805,EV,4546,264,ATL,0
2,4,1,921.0,905,EV,4548,151,ATL,0
2,8,5,916.0,905,EV,4548,151,ATL,0
2,14,4,925.0,905,EV,4548,151,ATL,0
2,21,4,947.0,905,EV,4548,151,ATL,0
2,22,5,918.0,909,EV,4548,151,ATL,0
2,25,1,921.0,910,EV,4548,151,ATL,0
2,26,2,1009.0,905,EV,4548,151,ATL,0
2,27,3,925.0,905,EV,4548,151,ATL,0
2,28,4,923.0,905,EV,4548,151,ATL,0
2,13,3,1830.0,1815,EV,4550,227,ATL,0
2,15,5,2130.0,1715,EV,4550,227,ATL,0
2,17,7,2040.0,1715,EV,4550,227,ATL,0
2,20,3,1825.0,1715,EV,4550,227,ATL,0
2,22,5,1855.0,1715,EV,4550,227,ATL,0
2,26,2,1850.0,1715,EV,4550,227,ATL,0
2,27,3,1742.0,1715,EV,4550,227,ATL,0
2,2,6,927.0,920,EV,4551,449,ATL,0
2,5,2,930.0,920,EV,4551,449,ATL,0
2,6,3,953.0,920,EV,4551,449,ATL,0
2,11,1,940.0,920,EV,4551,449,ATL,0
2,14,4,925.0,845,EV,4551,449,ATL,0
2,18,1,1034.0,845,EV,4551,449,ATL,0
2,21,4,1147.0,845,EV,4551,449,ATL,0
2,25,1,912.0,845,EV,4551,449,ATL,0
2,26,2,854.0,845,EV,4551,449,ATL,0
2,15,5,831.0,615,EV,4553,678,ATL,0
2,1,5,1614.0,1600,EV,4554,821,ATL,0
2,4,1,1627.0,1600,EV,4554,821,ATL,0
2,5,2,1628.0,1600,EV,4554,821,ATL,0
2,6,3,1608.0,1600,EV,4554,821,ATL,0
2,7,4,1619.0,1600,EV,4554,821,ATL,0
2,8,5,1612.0,1600,EV,4554,821,ATL,0
2,9,6,1606.0,1600,EV,4554,821,ATL,0
2,10,7,1613.0,1600,EV,4554,821,ATL,0
2,12,2,1629.0,1600,EV,4554,821,ATL,0
2,13,3,1607.0,1600,EV,4554,821,ATL,0
2,14,4,1719.0,1700,EV,4554,821,ATL,0
2,15,5,1706.0,1700,EV,4554,821,ATL,0
2,16,6,1711.0,1700,EV,4554,821,ATL,0
2,18,1,1718.0,1700,EV,4554,821,ATL,0
2,19,2,1736.0,1700,EV,4554,821,ATL,0
2,20,3,1711.0,1700,EV,4554,821,ATL,0
2,21,4,1741.0,1700,EV,4554,821,ATL,0
2,22,5,1758.0,1700,EV,4554,821,ATL,0
2,23,6,1746.0,1700,EV,4554,821,ATL,0
2,24,7,1745.0,1700,EV,4554,821,ATL,0
2,25,1,1721.0,1700,EV,4554,821,ATL,0
2,26,2,1812.0,1700,EV,4554,821,ATL,0
2,27,3,1723.0,1700,EV,4554,821,ATL,0
2,28,4,1727.0,1700,EV,4554,821,ATL,0
2,1,5,1418.0,1340,EV,4555,83,ATL,0
2,5,2,1401.0,1340,EV,4555,83,ATL,0
2,6,3,1352.0,1340,EV,4555,83,ATL,0
2,7,4,1405.0,1340,EV,4555,83,ATL,0
2,11,1,1424.0,1340,EV,4555,83,ATL,0
2,14,4,1450.0,1435,EV,4555,83,ATL,0
2,15,5,1614.0,1435,EV,4555,83,ATL,0
2,17,7,1444.0,1435,EV,4555,83,ATL,0
2,20,3,1441.0,1435,EV,4555,83,ATL,0
2,21,4,1523.0,1435,EV,4555,83,ATL,0
2,22,5,1708.0,1435,EV,4555,83,ATL,0
2,23,6,1445.0,1435,EV,4555,83,ATL,0
2,25,1,1635.0,1435,EV,4555,83,ATL,0
2,26,2,1635.0,1435,EV,4555,83,ATL,0
2,27,3,1532.0,1435,EV,4555,83,ATL,0
2,29,5,1441.0,1435,EV,4555,83,ATL,0
2,1,5,1333.0,1322,EV,4556,761,ATL,0
2,3,7,1622.0,1322,EV,4556,761,ATL,0
2,6,3,1358.0,1322,EV,4556,761,ATL,0
2,8,5,1328.0,1322,EV,4556,761,ATL,0
2,11,1,1333.0,1322,EV,4556,761,ATL,0
2,16,6,1319.0,1300,EV,4556,761,ATL,0
2,18,1,1440.0,1300,EV,4556,761,ATL,0
2,19,2,1341.0,1300,EV,4556,761,ATL,0
2,20,3,1308.0,1300,EV,4556,761,ATL,0
2,21,4,1320.0,1300,EV,4556,761,ATL,0
2,22,5,1356.0,1300,EV,4556,761,ATL,0
2,26,2,1349.0,1300,EV,4556,761,ATL,0
2,1,5,1604.0,1556,EV,4557,646,ATL,0
2,4,1,1613.0,1556,EV,4557,646,ATL,0
2,5,2,1755.0,1556,EV,4557,646,ATL,0
2,7,4,1606.0,1556,EV,4557,646,ATL,0
2,8,5,1624.0,1556,EV,4557,646,ATL,0
2,10,7,1639.0,1556,EV,4557,646,ATL,0
2,11,1,1607.0,1556,EV,4557,646,ATL,0
2,12,2,1617.0,1556,EV,4557,646,ATL,0
2,13,3,1647.0,1556,EV,4557,646,ATL,0
2,15,5,1603.0,1556,EV,4557,646,ATL,0
2,16,6,1620.0,1556,EV,4557,646,ATL,0
2,18,1,1638.0,1556,EV,4557,646,ATL,0
2,20,3,1616.0,1556,EV,4557,646,ATL,0
2,22,5,1640.0,1556,EV,4557,646,ATL,0
2,23,6,1720.0,1556,EV,4557,646,ATL,0
2,24,7,1622.0,1556,EV,4557,646,ATL,0
2,25,1,1623.0,1556,EV,4557,646,ATL,0
2,26,2,1857.0,1556,EV,4557,646,ATL,0
2,27,3,1625.0,1556,EV,4557,646,ATL,0
2,28,4,1603.0,1556,EV,4557,646,ATL,0
2,29,5,1625.0,1556,EV,4557,646,ATL,0
2,1,5,1704.0,1630,EV,4559,633,ATL,0
2,3,7,1816.0,1630,EV,4559,633,ATL,0
2,6,3,1702.0,1630,EV,4559,633,ATL,0
2,7,4,1636.0,1630,EV,4559,633,ATL,0
2,11,1,1650.0,1630,EV,4559,633,ATL,0
2,12,2,1651.0,1630,EV,4559,633,ATL,0
2,15,5,1647.0,1635,EV,4559,633,ATL,0
2,18,1,1715.0,1635,EV,4559,633,ATL,0
2,19,2,1712.0,1635,EV,4559,633,ATL,0
2,21,4,1701.0,1635,EV,4559,633,ATL,0
2,22,5,1735.0,1635,EV,4559,633,ATL,0
2,24,7,1720.0,1635,EV,4559,633,ATL,0
2,27,3,1649.0,1635,EV,4559,633,ATL,0
2,28,4,1646.0,1635,EV,4559,633,ATL,0
2,29,5,1646.0,1635,EV,4559,633,ATL,0
2,6,3,729.0,720,EV,4562,821,ATL,0
2,8,5,744.0,720,EV,4562,821,ATL,0
2,10,7,1601.0,710,EV,4562,821,ATL,0
2,12,2,745.0,720,EV,4562,821,ATL,0
2,1,5,653.0,635,EV,4563,784,ATL,0
2,4,1,715.0,635,EV,4563,784,ATL,0
2,6,3,642.0,635,EV,4563,784,ATL,0
2,11,1,820.0,635,EV,4563,784,ATL,0
2,20,3,650.0,635,EV,4563,784,ATL,0
2,22,5,641.0,635,EV,4563,784,ATL,0
2,4,1,1108.0,1059,EV,4564,821,ATL,0
2,5,2,1336.0,1059,EV,4564,821,ATL,0
2,6,3,1117.0,1059,EV,4564,821,ATL,0
2,8,5,1111.0,1059,EV,4564,821,ATL,0
2,12,2,1423.0,1059,EV,4564,821,ATL,0
2,13,3,1205.0,1059,EV,4564,821,ATL,0
2,18,1,1111.0,1059,EV,4564,821,ATL,0
2,19,2,1115.0,1059,EV,4564,821,ATL,0
2,20,3,1106.0,1059,EV,4564,821,ATL,0
2,21,4,1152.0,1059,EV,4564,821,ATL,0
2,25,1,1111.0,1059,EV,4564,821,ATL,0
2,26,2,1213.0,1059,EV,4564,821,ATL,0
2,7,4,1529.0,1520,EV,4566,259,ATL,0
2,1,5,739.0,635,EV,4567,960,ATL,0
2,3,7,659.0,635,EV,4567,960,ATL,0
2,4,1,650.0,635,EV,4567,960,ATL,0
2,7,4,717.0,635,EV,4567,960,ATL,0
2,8,5,652.0,635,EV,4567,960,ATL,0
2,10,7,653.0,635,EV,4567,960,ATL,0
2,13,3,641.0,635,EV,4567,960,ATL,0
2,14,4,700.0,635,EV,4567,960,ATL,0
2,16,6,728.0,635,EV,4567,960,ATL,0
2,18,1,641.0,635,EV,4567,960,ATL,0
2,19,2,643.0,635,EV,4567,960,ATL,0
2,21,4,645.0,635,EV,4567,960,ATL,0
2,22,5,716.0,635,EV,4567,960,ATL,0
2,23,6,645.0,635,EV,4567,960,ATL,0
2,24,7,652.0,635,EV,4567,960,ATL,0
2,25,1,805.0,635,EV,4567,960,ATL,0
2,26,2,646.0,635,EV,4567,960,ATL,0
2,28,4,645.0,635,EV,4567,960,ATL,0
2,29,5,809.0,635,EV,4567,960,ATL,0
2,3,7,957.0,925,EV,4574,533,ATL,0
2,1,5,601.0,545,EV,4574,874,ATL,0
2,1,5,1251.0,1245,EV,4575,1027,ATL,0
2,3,7,1251.0,1245,EV,4575,1027,ATL,0
2,4,1,1255.0,1245,EV,4575,1027,ATL,0
2,5,2,1339.0,1245,EV,4575,1027,ATL,0
2,7,4,1400.0,1245,EV,4575,1027,ATL,0
2,8,5,1400.0,1245,EV,4575,1027,ATL,0
2,11,1,1341.0,1245,EV,4575,1027,ATL,0
2,14,4,1301.0,1245,EV,4575,1027,ATL,0
2,18,1,1545.0,1245,EV,4575,1027,ATL,0
2,19,2,1253.0,1245,EV,4575,1027,ATL,0
2,20,3,1318.0,1245,EV,4575,1027,ATL,0
2,22,5,1308.0,1245,EV,4575,1027,ATL,0
2,25,1,1453.0,1245,EV,4575,1027,ATL,0
2,26,2,1332.0,1245,EV,4575,1027,ATL,0
2,27,3,1322.0,1245,EV,4575,1027,ATL,0
2,18,1,1413.0,1335,EV,4576,619,ATL,0
2,19,2,1355.0,1335,EV,4576,619,ATL,0
2,21,4,1350.0,1335,EV,4576,619,ATL,0
2,22,5,1504.0,1335,EV,4576,619,ATL,0
2,25,1,1416.0,1335,EV,4576,619,ATL,0
2,27,3,1410.0,1335,EV,4576,619,ATL,0
2,28,4,1351.0,1335,EV,4576,619,ATL,0
2,23,6,1145.0,1130,EV,4578,191,ATL,0
2,27,3,1237.0,1130,EV,4578,191,ATL,0
2,1,5,1325.0,1225,EV,4579,357,ATL,0
2,2,6,1242.0,1225,EV,4579,357,ATL,0
2,5,2,1338.0,1225,EV,4579,357,ATL,0
2,6,3,1410.0,1225,EV,4579,357,ATL,0
2,8,5,1242.0,1225,EV,4579,357,ATL,0
2,10,7,1245.0,1225,EV,4579,357,ATL,0
2,22,5,1401.0,1226,EV,4579,357,ATL,0
2,26,2,1622.0,1226,EV,4579,357,ATL,0
2,27,3,1234.0,1226,EV,4579,357,ATL,0
2,29,5,1257.0,1226,EV,4579,357,ATL,0
2,5,2,1511.0,1305,EV,4580,579,ATL,0
2,6,3,1428.0,1305,EV,4580,579,ATL,0
2,11,1,1316.0,1305,EV,4580,579,ATL,0
2,16,6,1322.0,1305,EV,4580,579,ATL,0
2,22,5,1549.0,1305,EV,4580,579,ATL,0
2,25,1,1332.0,1305,EV,4580,579,ATL,0
2,26,2,1356.0,1305,EV,4580,579,ATL,0
2,28,4,1347.0,1305,EV,4580,579,ATL,0
2,1,5,1714.0,1650,EV,4581,321,ATL,0
2,3,7,1704.0,1650,EV,4581,321,ATL,0
2,5,2,1700.0,1650,EV,4581,321,ATL,0
2,6,3,1853.0,1650,EV,4581,321,ATL,0
2,10,7,1703.0,1650,EV,4581,321,ATL,0
2,13,3,1758.0,1650,EV,4581,321,ATL,0
2,14,4,1655.0,1645,EV,4581,321,ATL,0
2,15,5,1701.0,1645,EV,4581,321,ATL,0
2,18,1,1710.0,1645,EV,4581,321,ATL,0
2,19,2,1710.0,1645,EV,4581,321,ATL,0
2,21,4,1806.0,1645,EV,4581,321,ATL,0
2,22,5,1758.0,1645,EV,4581,321,ATL,0
2,23,6,1817.0,1645,EV,4581,321,ATL,0
2,25,1,1700.0,1645,EV,4581,321,ATL,0
2,26,2,1803.0,1645,EV,4581,321,ATL,0
2,27,3,1722.0,1645,EV,4581,321,ATL,0
2,28,4,1705.0,1645,EV,4581,321,ATL,0
2,29,5,1651.0,1645,EV,4581,321,ATL,0
2,1,5,1320.0,1245,EV,4582,781,ATL,0
2,3,7,1300.0,1245,EV,4582,781,ATL,0
2,4,1,1254.0,1245,EV,4582,781,ATL,0
2,6,3,1459.0,1245,EV,4582,781,ATL,0
2,11,1,1429.0,1245,EV,4582,781,ATL,0
2,18,1,1250.0,1234,EV,4582,781,ATL,0
2,19,2,1242.0,1234,EV,4582,781,ATL,0
2,22,5,1303.0,1234,EV,4582,781,ATL,0
2,25,1,1308.0,1234,EV,4582,781,ATL,0
2,26,2,1315.0,1234,EV,4582,781,ATL,0
2,11,1,609.0,600,EV,4583,952,ATL,0
2,14,4,1135.0,1125,EV,4586,352,ATL,0
2,18,1,1218.0,1125,EV,4586,352,ATL,0
2,21,4,1143.0,1125,EV,4586,352,ATL,0
2,22,5,1306.0,1125,EV,4586,352,ATL,0
2,23,6,1133.0,1125,EV,4586,352,ATL,0
2,26,2,1206.0,1125,EV,4586,352,ATL,0
2,27,3,1136.0,1125,EV,4586,352,ATL,0
2,1,5,1750.0,1720,EV,4587,640,ATL,0
2,7,4,1752.0,1720,EV,4587,640,ATL,0
2,8,5,1750.0,1720,EV,4587,640,ATL,0
2,12,2,1727.0,1720,EV,4587,640,ATL,0
2,13,3,1813.0,1720,EV,4587,640,ATL,0
2,17,7,2149.0,1720,EV,4587,640,ATL,0
2,18,1,1747.0,1720,EV,4587,640,ATL,0
2,19,2,1809.0,1720,EV,4587,640,ATL,0
2,22,5,1900.0,1720,EV,4587,640,ATL,0
2,23,6,1728.0,1720,EV,4587,640,ATL,0
2,25,1,1744.0,1720,EV,4587,640,ATL,0
